distance_road_surface,z_height_road_surface
8.25,0.0006167781669239
8.3,0.000320749803518102
8.35,0.00091684828746906
8.4,0.000652455620200704
8.45,0.000441395436265094
8.5,0.000278645315271982
8.55,0.000849461322157161
8.6,0.000790735181271668
8.65,0.00068715015269443
8.7,0.00051165265137428
8.75,0.000127573954467741
8.8,0.000272326715816512
8.85,0.000168713344086684
8.9,0.000424640253437531
8.95,0.000339851473673681
9,0.000473837833987148
9.05,0.000144707308130474
9.1,1.28272138916008E-06
9.15,0.000104060369025227
9.2,0.00089430406166932
9.25,0.00052588743768501
9.3,0.000607713668773365
9.35,0.000664598044502302
9.4,0.000225824067141048
9.45,0.00062745652989759
9.5,0.000674532251395769
9.55,0.000477334103284515
9.6,0.000299169055521219
9.65,5.75980393369608E-05
9.7,0.000403650555510543
9.75,7.38931749881049E-05
9.8,0.000122846461657605
9.85,0.000355790889718672
9.9,0.000211309926328454
9.95,0.000759885044208365
10,0.000859058657942545
10.05,0.00086206795921692
10.1,0.000966912139550126
10.15,0.000967702010761448
10.2,0.000508293078857896
10.25,0.000698856132000734
10.3,0.000698250363504526
10.35,0.000243035349053102
10.4,0.000890173405665766
10.45,3.77552487059841E-05
10.5,0.000834084737136123
10.55,0.00014389261841545
10.6,0.000513527787872603
10.65,0.00089874356042177
10.7,0.000571558757793396
10.75,0.000774954193816386
10.8,0.000623071451059803
10.85,0.000776555058319598
10.9,0.000247698143548236
10.95,0.000651765413719225
11,0.000784565453069357
11.05,0.000175653152709079
11.1,0.000219825166158279
11.15,0.000664624895215134
11.2,0.000960863393572373
11.25,0.000553589849466538
11.3,0.000763101159217273
11.35,0.000213399538388627
11.4,0.000614520842863762
11.45,1.719559130522E-05
11.5,0.000497439999891323
11.55,0.00093329672741077
11.6,0.000293391835449836
11.65,0.000244512838793143
11.7,0.000290588154554305
11.75,0.000495991934987658
11.8,0.000884093160029317
11.85,0.0008384709948351
11.9,0.000937531432273466
11.95,0.000327607339816031
12,0.000948643735440537
12.05,0.000105881963389805
12.1,0.000414343039023494
12.15,0.000839199806459004
12.2,0.000833178049339154
12.25,0.000321347744374845
12.3,0.000536030590305729
12.35,0.000648000800442328
12.4,0.000644452316034323
12.45,0.000636882721834051
12.5,0.000720390237660707
12.55,0.000909131535735262
12.6,0.00053251995516941
12.65,0.000957842650379599
12.7,0.000256452564835212
12.75,0.000283779945020343
12.8,0.00039513793628955
12.85,0.000871744079424677
12.9,0.000762773119931607
12.95,0.000157975417492935
13,0.000316188713185165
13.05,0.00060128732435817
13.1,8.75543857094753E-05
13.15,3.85729335949093E-05
13.2,0.000242179380331672
13.25,0.000905178038757168
13.3,0.000247939922197053
13.35,0.00028351461129326
13.4,0.000579175462914689
13.45,0.000120991604914576
13.5,0.000961551057106869
13.55,0.000747749895642686
13.6,0.000245863186073014
13.65,0.000120477305466444
13.7,0.000171107581486129
13.75,0.00015929050734955
13.8,0.000283857722816304
13.85,0.000325743373298962
13.9,8.75613879974091E-06
13.95,0.000338426357580124
14,0.00044146106707103
14.05,0.000494002595419218
14.1,0.000120251505648928
14.15,0.000152492593995943
14.2,0.000971005336154165
14.25,0.000992396190217849
14.3,0.000249911168294042
14.35,0.000896275814838895
14.4,9.37591844376454E-05
14.45,0.000718733668284009
14.5,0.000388111537050274
14.55,0.000769015081715001
14.6,0.000189851310515086
14.65,0.000414366016538441
14.7,0.000736640356765209
14.75,0.000974449334113894
14.8,0.000252038916909233
14.85,0.000546815035419667
14.9,0.000141177351434761
14.95,0.000162104377316364
15,0.000437082222213879
15.05,0.000496655178204484
15.1,8.20347240445078E-05
15.15,0.000895173075826899
15.2,0.000346467439157394
15.25,0.000923095802277992
15.3,0.000760459464214581
15.35,0.000430400256817857
15.4,2.59563325157086E-07
15.45,0.000838986620337792
15.5,0.000337007541872464
15.55,0.000366412718674849
15.6,0.000780666167594176
15.65,0.000628584244076665
15.7,0.000261393861250578
15.75,0.000331410475961303
15.8,0.0002011367043214
15.85,0.000558927648849382
15.9,0.000913339378514604
15.95,0.000338238694829893
16,0.000922144805079009
16.05,9.538027289658E-05
16.1,0.000659625504339969
16.15,0.000979271914619603
16.2,0.000275196683206036
16.25,7.00656786874891E-05
16.3,0.000811070792797829
16.35,0.00046176673625411
16.4,0.000626556724700465
16.45,7.26419840812177E-05
16.5,0.000433296609957434
16.55,0.000792780679176257
16.6,0.000172923558444411
16.65,0.00054580977539725
16.7,0.000801616053594611
16.75,0.00036904230545931
16.8,0.000365240849562377
16.85,0.000278612508493618
16.9,0.000218991662241103
16.95,0.000306489402066164
17,0.000193881437917795
17.05,0.0005320745625626
17.1,0.000111548584677378
17.15,0.000433953680090637
17.2,0.000691907204144266
17.25,0.000593142767618657
17.3,1.73540988880073E-05
17.35,0.000661333099225516
17.4,0.000566059574781161
17.45,0.000976256711429709
17.5,0.000800807331112698
17.55,0.000156706664743825
17.6,0.000504961247107837
17.65,0.000348011303583864
17.7,0.000940914411505214
17.75,0.000718859133597903
17.8,0.000685704117193632
17.85,0.000297863011519729
17.9,0.00013224016253527
17.95,0.000326438896570823
18,0.000239884151875504
18.05,0.000605879592824688
18.1,0.000849775677175397
18.15,0.000518093328212657
18.2,0.000219602534200506
18.25,0.000262600543087681
18.3,0.000689649121304147
18.35,0.00024631432112843
18.4,0.000468006873298028
18.45,0.000386923720231459
18.5,0.000853165983296516
18.55,0.000527094283478026
18.6,0.00079211467732246
18.65,0.000945541489520391
18.7,5.97635539863386E-05
18.75,0.000508323038286255
18.8,0.000229536151449853
18.85,0.000217426506994791
18.9,0.000687440041641966
18.95,0.000196490844746408
19,0.000759212682548975
19.05,0.00034802441602031
19.1,0.000785313631969877
19.15,0.00052798768775483
19.2,0.000529375385021446
19.25,0.000521604930957385
19.3,0.00074822104189439
19.35,0.000136907376980064
19.4,0.00086424077037326
19.45,0.000755797767965424
19.5,0.000864352874478314
19.55,0.000922481025640234
19.6,0.000905928732742308
19.65,0.000631956561919983
19.7,0.000348673878159431
19.75,0.00014497743512678
19.8,0.000761338818724019
19.85,0.000131682597590561
19.9,0.000918460477370765
19.95,0.000920745153182786
20,0.000123904839500189
20.05,0.000235863468045358
20.1,0.000168772085707204
20.15,0.000909930079831872
20.2,0.000276049409114301
20.25,0.000736016934782961
20.3,0.000440760254249788
20.35,0.000908542768090342
20.4,3.36323624372004E-06
20.45,0.000533302987328209
20.5,0.000892613407213816
20.55,0.000973262275517187
20.6,0.000672521042815841
20.65,0.000585697852836661
20.7,0.000806924455547417
20.75,0.000813724415884606
20.8,0.000170054253854371
20.85,0.00085833401084333
20.9,0.000707567738919198
20.95,0.000943538344344744
21,0.000244666968263724
21.05,0.000480388059130018
21.1,0.000892967749272574
21.15,0.000934063429386495
21.2,0.000118121805650713
21.25,0.000426633079365427
21.3,0.000314415575710951
21.35,6.45597296124851E-05
21.4,0.00018349460104324
21.45,0.000996308520356862
21.5,0.0005522820579222
21.55,9.49284327232136E-05
21.6,0.000875692924898739
21.65,0.000593928197133312
21.7,0.000901489762227351
21.75,0.000125635194656178
21.8,0.000717022655566928
21.85,0.000662054682720109
21.9,0.000181948002898513
21.95,0.000157631977108355
22,0.000927297058268218
22.05,0.00077831324336896
22.1,0.000186698806091886
22.15,0.000814977080406192
22.2,0.000813123052391182
22.25,8.02439571693602E-05
22.3,0.000144615274637456
22.35,0.00064257847150105
22.4,0.000869299546933942
22.45,0.000538179229376006
22.5,0.000408229993262931
22.55,0.000676671268726365
22.6,0.000696643124153093
22.65,0.0002442958428505
22.7,0.000616100318698283
22.75,0.000912312455084126
22.8,0.000658759972740042
22.85,0.00058210949586471
22.9,0.000815151977184581
22.95,1.56182330539361E-05
23,0.000599384952856284
23.05,0.000806156988151913
23.1,0.000974781175690997
23.15,0.000331239664776584
23.2,0.000981244252845684
23.25,0.000117941027598144
23.3,0.000483897178272812
23.35,0.000360806953388409
23.4,0.000446844707704326
23.45,0.000177191705923809
23.5,0.000131447918405548
23.55,0.000451815597619384
23.6,0.000105343967553162
23.65,0.000100026625579278
23.7,0.000870283341557751
23.75,0.000104804444484546
23.8,0.000723880076212509
23.85,0.000671991444043999
23.9,0.000399895828056478
23.95,0.000253860187279328
24,0.00076038391766095
24.05,0.000989785188773518
24.1,0.000214766590602466
24.15,0.000398780737224353
24.2,0.0008943229596792
24.25,0.000667639030693251
24.3,0.000680379685057076
24.35,0.000602629774559141
24.4,0.000190389318290701
24.45,0.000989994019059039
24.5,0.000924797574844047
24.55,0.000537719582755265
24.6,0.000263810932129367
24.65,0.00026887217065867
24.7,0.000401733110509438
24.75,0.000197848816517492
24.8,0.000342386851428708
24.85,0.000651259377547443
24.9,4.65785984539251E-05
24.95,0.00060503869120368
25,0.000107008219855901
25.05,0.00082570830122268
25.1,0.000892309649057836
25.15,0.000367292191234339
25.2,0.000852803191625449
25.25,0.000256728183327714
25.3,0.000442405051317368
25.35,0.000308188121874718
25.4,0.000214368100486172
25.45,0.000717931607479662
25.5,0.000446611717109912
25.55,0.000504243694237295
25.6,0.000287624220541067
25.65,0.000660927061773234
25.7,0.000365866188540375
25.75,0.000700272419961317
25.8,0.0007755523921364
25.85,0.000725347994736168
25.9,3.94132574144911E-05
25.95,0.000904996511665163
26,1.00326673644239E-05
26.05,0.000800072605762894
26.1,0.000298497136049078
26.15,0.000343093895595324
26.2,0.000822755277076833
26.25,0.000747670455392337
26.3,7.06580429729864E-06
26.35,0.000528981741423953
26.4,0.000460490937134481
26.45,0.000255685142394218
26.5,0.000294971219008061
26.55,0.000230955299409944
26.6,0.000632288985101294
26.65,0.000622658007913885
26.7,0.000870763613431889
26.75,0.000986636996667644
26.8,0.000731315196856305
26.85,0.000601699675932037
26.9,0.00054207709953213
26.95,0.000136808785176827
27,0.000347289032612268
27.05,0.000747642891329996
27.1,0.00072070239307849
27.15,2.52656069766182E-05
27.2,0.00057324445095606
27.25,0.000589007599376754
27.3,0.00070677160155197
27.35,0.000627398441242396
27.4,0.000675283366575991
27.45,1.77667688797837E-05
27.5,0.000136037686709465
27.55,0.000258452093977516
27.6,0.000493080215891199
27.65,0.00024702848645241
27.7,0.000617308873419263
27.75,0.000215157834683274
27.8,0.000883898236145434
27.85,0.000168129867972965
27.9,0.000118012437471763
27.95,0.000950942973632387
28,0.000777041231305341
28.05,0.000300679563518987
28.1,0.00017186393290973
28.15,0.000344625819865416
28.2,0.000695382567197713
28.25,0.000357051117501899
28.3,0.000587704059309227
28.35,0.000772530269234452
28.4,0.00087809749854417
28.45,0.000285414590677638
28.5,0.00069855953915304
28.55,0.000187668782265554
28.6,8.94839415531675E-05
28.65,0.00066301735016218
28.7,0.000344698609305871
28.75,0.000250016100479673
28.8,0.000144759465288395
28.85,0.000506961030725004
28.9,0.00040913043163525
28.95,0.000569728312848846
29,0.000529483789924711
29.05,0.000164131463007509
29.1,0.000780957770790778
29.15,0.000135980375222247
29.2,0.000985338119429666
29.25,0.000670267227374314
29.3,0.000960157380583643
29.35,0.000108370893614341
29.4,6.99909757195946E-05
29.45,0.000427401092351858
29.5,0.00058011729890061
29.55,0.000819550221778497
29.6,0.000383397190300604
29.65,0.000893850497170658
29.7,0.000473785492162806
29.75,0.000168129084149014
29.8,0.000417452856501337
29.85,0.000230488167981172
29.9,0.000230639818584225
29.95,0.000320796209134227
30,0.000910794237042111
30.05,0.000887228288084276
30.1,0.000493569676690299
30.15,1.18294926943584E-05
30.2,0.000241267980698712
30.25,0.000963970826041278
30.3,0.000325576544104989
30.35,0.000952718522471609
30.4,0.000329690685847163
30.45,2.40370328639483E-06
30.5,0.000762369573272598
30.55,0.000129670308855264
30.6,0.000535303314880835
30.65,0.000968328478485555
30.7,0.000774494146197378
30.75,0.000959339233742048
30.8,0.000588301439941389
30.85,0.000340409268647193
30.9,0.000218212919960306
30.95,6.29959884398782E-05
31,0.000966264333103167
31.05,0.000301009645438414
31.1,0.000436471230593592
31.15,0.000846982735996585
31.2,0.000169219936662884
31.25,0.000196271982888799
31.3,0.000505842116850193
31.35,0.000206382765984105
31.4,0.000149172737227255
31.45,0.000808605855198212
31.5,0.000306750622593839
31.55,0.000398487019936722
31.6,0.000308703059586283
31.65,0.000328383726116235
31.7,0.000354072775208445
31.75,0.000780646208116396
31.8,0.000239511160520549
31.85,0.000810391232817474
31.9,0.000597793683109633
31.95,0.000969250792570653
32,0.000161081095349445
32.05,0.000970251825220276
32.1,3.40694566148313E-05
32.15,0.000269663604061597
32.2,2.7362521638806E-05
32.25,0.000778442898501796
32.3,0.000567197374942231
32.35,0.000293921135061268
32.4,0.000547084915076144
32.45,0.000201278446000116
32.5,0.000795652704733909
32.55,0.000568820086924659
32.6,3.82212203680443E-06
32.65,5.93236015697417E-05
32.7,0.000513183305527323
32.75,0.000739556615963924
32.8,0.000675514472994879
32.85,0.000291504600410585
32.9,0.000446727615122727
32.95,0.000506096747583283
33,0.000528185645440834
33.05,0.000804768170146678
33.1,0.000173990594840222
33.15,0.00043039498161178
33.2,0.000438308435980758
33.25,0.000402325909889227
33.3,0.000967049821452702
33.35,0.000448037052524732
33.4,0.000416472322007539
33.45,0.000879540906844637
33.5,0.000197364535329468
33.55,0.00039451073507612
33.6,0.000318913569018336
33.65,0.000409939511429066
33.7,0.000693866266704058
33.75,0.000580207406996406
33.8,0.000231273776295216
33.85,0.000191804940843154
33.9,0.000246436955822161
33.95,0.000425202472393178
34,0.000118572929159625
34.05,0.00086253389504939
34.1,0.000880273109010235
34.15,0.000905443338954394
34.2,0.000416579875994527
34.25,0.000223203808444797
34.3,0.00047769108912981
34.35,0.000403955292674785
34.4,0.000459282575007949
34.45,0.000731509744658342
34.5,0.000352649088829011
34.55,0.000135168542983513
34.6,0.000486674429344809
34.65,0.000970458449624387
34.7,0.000462113095047396
34.75,0.000649508426505402
34.8,0.000917500324848218
34.85,0.00077125053673302
34.9,0.000133865062151367
34.95,0.00083535062900825
35,0.000553181648610043
35.05,0.000275779583191218
35.1,0.000457952997655708
35.15,0.000960606687426611
35.2,0.000479881114709706
35.25,0.000951475517066904
35.3,0.000854990363884589
35.35,0.000568829938506968
35.4,0.000123408434235498
35.45,0.000531459393807989
35.5,0.000357880236248418
35.55,0.000983615350889472
35.6,0.000640429289308169
35.65,0.00069386858477348
35.7,0.000214124364565434
35.75,0.000990937289779745
35.8,0.000696076254446792
35.85,0.000612582583884378
35.9,0.000267218540283441
35.95,9.24708024815367E-05
36,0.000168095422923733
36.05,0.000779541823952689
36.1,0.000872040215460648
36.15,0.000761339332903335
36.2,0.000893657602131072
36.25,0.000998155156920939
36.3,0.000845769992131801
36.35,0.000564966124645293
36.4,0.000410930093347278
36.45,0.000931011396996927
36.5,0.000119362660952386
36.55,0.000412738361991051
36.6,0.000470926115028035
36.65,0.000558159241423589
36.7,7.94865378375983E-05
36.75,0.000446579187814239
36.8,0.000226486808618284
36.85,0.00017720700814883
36.9,0.000123131866996143
36.95,0.000162856633266273
37,0.000225989185514425
37.05,0.000797784577453549
37.1,0.000544180862807435
37.15,0.000367995517977846
37.2,0.000690784217864215
37.25,0.000592932798250912
37.3,0.00052245671679478
37.35,0.000178847866790144
37.4,0.000107456384887664
37.45,0.000962834656678846
37.5,0.000971415182838155
37.55,0.000632402388015467
37.6,0.000976154918060118
37.65,0.00038872206164006
37.7,0.000351362218518382
37.75,1.16722856531352E-05
37.8,0.000626855267520278
37.85,3.27085529710988E-05
37.9,0.0007692690246788
37.95,0.000120736247904645
38,0.000481573531677609
38.05,0.000888917779724317
38.1,0.000996012047748108
38.15,6.58087547811074E-05
38.2,0.000241307254007081
38.25,0.000895500616890289
38.3,0.000129040799815536
38.35,0.000599571445563484
38.4,0.000757944880940849
38.45,0.000630281155299466
38.5,0.000835313654781411
38.55,0.000984105890646646
38.6,0.000278440472840538
38.65,0.000472128119442582
38.7,0.000719624567337006
38.75,0.000883426468777491
38.8,4.46661780333716E-05
38.85,0.000956947824588851
38.9,0.000584933036292724
38.95,0.000295345364052613
39,0.000710507071639411
39.05,0.000255998940208207
39.1,0.000272793572348282
39.15,0.000563731504846856
39.2,0.000200695051964082
39.25,0.000309391381097372
39.3,4.80258734897129E-05
39.35,0.000658309220605466
39.4,0.000451565302743474
39.45,0.000557626404522765
39.5,0.000447788672172792
39.55,3.99499859525819E-05
39.6,0.000257525858580547
39.65,0.000812916350755149
39.7,0.000864087755370832
39.75,0.000211470889693892
39.8,0.000111408131979614
39.85,0.000398244789660677
39.9,0.000290623994497565
39.95,0.000437283560510973
40,0.000889880693396761
40.05,0.000192325290950248
40.1,0.000212512870182684
40.15,0.000792603542723217
40.2,0.000286749860503486
40.25,0.000141132790667486
40.3,0.000890031789068042
40.35,0.000497243048407173
40.4,7.84938167312543E-05
40.45,0.000230834210438259
40.5,0.000672045365108017
40.55,0.000365220926840906
40.6,7.2556668138265E-06
40.65,0.000995952293874972
40.7,0.00040267557877636
40.75,8.88103089913058E-05
40.8,0.000851528876828973
40.85,0.000834513423401957
40.9,0.000488897643235334
40.95,0.000982682080964626
41,0.000115921304989214
41.05,0.000402804475320642
41.1,0.000741100438489468
41.15,0.000585180572324075
41.2,0.000197585394118615
41.25,0.00034563643450694
41.3,6.57276522217759E-05
41.35,0.000211845313768393
41.4,0.000269029843077717
41.45,7.11495954373272E-05
41.5,0.000432613951885594
41.55,0.000570958928208468
41.6,0.000985781274317966
41.65,0.000705175615372187
41.7,0.000423344478140998
41.75,0.000613762603916002
41.8,7.31013367601452E-06
41.85,0.000608845957765705
41.9,0.000437033499559881
41.95,0.000578368935741624
42,0.000283836903219825
42.05,0.000634472431705816
42.1,0.000955842554960575
42.15,0.000492481368170108
42.2,0.000775422710682818
42.25,0.000153104954337273
42.3,0.000804103628142527
42.35,0.000844688348059439
42.4,0.00015388962340827
42.45,0.000387630565604055
42.5,0.00086739356534278
42.55,0.000965892095379755
42.6,0.000331307171110048
42.65,0.000722259834660785
42.7,0.00090422701571236
42.75,0.000319143555726943
42.8,0.000397610445634003
42.85,0.000435559702143949
42.9,0.000334910945113576
42.95,0.000139922771504721
43,0.000431898569694708
43.05,0.000220705712901235
43.1,0.000435057327612339
43.15,0.000961091253200375
43.2,0.000745582505959573
43.25,0.000826516261281612
43.3,8.07762125164494E-05
43.35,0.000962086416162736
43.4,0.000284040215157424
43.45,0.000778443691983201
43.5,0.000691283418219796
43.55,0.000576847569848735
43.6,0.000183364097347542
43.65,0.000944194470458123
43.7,0.00054923770057084
43.75,0.000323576383240682
43.8,0.000855377091918891
43.85,9.33059845219093E-05
43.9,0.000101608643666204
43.95,0.000145462088588565
44,0.000348453162707393
44.05,8.82227756359777E-06
44.1,0.000625029155491366
44.15,0.000658622831228109
44.2,0.000837734023835933
44.25,8.62918306479201E-05
44.3,0.000619330209027481
44.35,0.000910089798063802
44.4,8.32186316083805E-05
44.45,0.0003157618185903
44.5,0.000381420566764834
44.55,0.000303018114601412
44.6,0.000911082207176236
44.65,0.00079830769978785
44.7,0.00035470339079525
44.75,0.000195315447498887
44.8,0.000904920642953887
44.85,0.000820227816593839
44.9,0.000848462861451793
44.95,0.000821442164854637
45,1.03683077396427E-05
45.05,0.000119270828575701
45.1,0.000708113178076888
45.15,0.000328980100860785
45.2,0.000525573626909438
45.25,6.71895071164473E-05
45.3,0.000709646397765327
45.35,0.000329293143785671
45.4,0.000376429711074412
45.45,0.00029065450319149
45.5,0.0007306847441581
45.55,0.000952759675382945
45.6,1.75168572593004E-05
45.65,0.000156138326700219
45.7,0.000548624641262563
45.75,5.59084962664194E-05
45.8,0.000222527062720543
45.85,0.000440938431189474
45.9,0.000510202097592239
45.95,0.000797243236810439
46,9.58393774575697E-05
46.05,0.000360529024234588
46.1,0.000542642816672163
46.15,0.000628082130486854
46.2,1.65135478318502E-05
46.25,0.000435516134462835
46.3,0.000672167258008065
46.35,0.000864630250023264
46.4,0.000776015897509302
46.45,0.000510791092893676
46.5,0.000747582336572892
46.55,0.000158405240384927
46.6,0.000972678675425907
46.65,0.000288125298333009
46.7,0.00077173371941043
46.75,0.000749836543523281
46.8,0.000868825848975095
46.85,0.000580924810218389
46.9,0.000949294783285192
46.95,0.000920665654546418
47,0.000806146289920324
47.05,4.31149954851682E-05
47.1,3.63881897442787E-05
47.15,0.000897869178453135
47.2,0.000274684823639737
47.25,0.000511676947141687
47.3,0.000782725406917425
47.35,0.000750020511142186
47.4,1.80069438023248E-05
47.45,0.000313894864548844
47.5,0.000261683478978442
47.55,0.000217430631779529
47.6,7.66872381404067E-05
47.65,0.000663947166681731
47.7,0.00026345898501765
47.75,0.000157141639487337
47.8,0.000403097371268347
47.85,0.000178633707352611
47.9,0.000208635862054849
47.95,0.000425243077904818
48,0.00026549090740364
48.05,0.000410634401806641
48.1,0.000433605092521695
48.15,0.000564530641054545
48.2,6.93048155162021E-05
48.25,0.000786919529697106
48.3,0.000697128441258499
48.35,0.000531477653671305
48.4,0.000256414185036802
48.45,0.000964560515446976
48.5,0.000883579928587888
48.55,0.000905753751113321
48.6,0.000728438354954454
48.65,0.00022572508791167
48.7,0.000300101128287546
48.75,0.000549793898268424
48.8,0.000832965183053649
48.85,0.000611149814035745
48.9,0.000657647149857572
48.95,0.000143844281263506
49,0.000817131302735365
49.05,0.000329546401172915
49.1,2.16418273534866E-05
49.15,0.000522095948465383
49.2,0.000709351290209126
49.25,0.000247420760146983
49.3,0.00053801055156801
49.35,0.00015782170330443
49.4,0.000650111144820573
49.45,0.000924424842633987
49.5,0.000566750508181007
49.55,0.000676059596083372
49.6,0.000678493792878129
49.65,0.00024241311539492
49.7,0.000282154132621104
49.75,0.000445302010419493
49.8,0.00054465935281513
49.85,0.000931299633129823
49.9,0.000354840894190888
49.95,0.000950165884420362
50,0.00221151066583468
50.05,0.00614019568422576
50.1,0.00249527135665067
50.15,0.000518854327102808
50.2,0.000545790123383571
50.25,0.000454219840929827
50.3,4.79051988190027E-06
50.35,0.000269658355717149
50.4,0.000532994700364995
50.45,4.31685423548456E-06
50.5,5.84892922971479E-05
50.55,0.000238154922132887
50.6,0.000596924941089063
50.65,0.000725189596693504
50.7,0.000469093727403681
50.75,0.000668829413119985
50.8,0.000413180450576237
50.85,0.000221176940509317
50.9,3.96819244440801E-05
50.95,0.000265136841930402
51,0.00084903972157925
51.05,0.00084687176825954
51.1,0.000952652405480875
51.15,0.000532883471331562
51.2,0.000716578777134373
51.25,0.000783136560420895
51.3,0.000605842384937639
51.35,0.000166422765003193
51.4,0.00039358864979298
51.45,0.000149674261105402
51.5,0.000738226592501247
51.55,0.000864415215443372
51.6,0.000300811175306301
51.65,0.000269167566975027
51.7,0.000483043736223038
51.75,7.47775011204777E-06
51.8,0.000473436825365677
51.85,0.000703401933834813
51.9,0.000186176712933877
51.95,0.000981974760665866
52,0.000233851255769099
52.05,0.00046742429562765
52.1,0.000505092442873557
52.15,0.000806975676930451
52.2,0.000663286873615465
52.25,0.000191986808152634
52.3,0.000221786511351496
52.35,0.000611962684224391
52.4,0.00038517108166336
52.45,0.000150809549138035
52.5,0.000469861530126604
52.55,0.000711784548543642
52.6,0.000519298570524644
52.65,0.000972447852392784
52.7,0.000997520239837761
52.75,0.000421934466602449
52.8,2.03983038146552E-05
52.85,0.000737046446251766
52.9,0.000329155947260498
52.95,0.000591942576337994
53,0.000872329004097363
53.05,0.000179083790902308
53.1,8.32954175369177E-05
53.15,0.000372079338998551
53.2,0.000468910981815618
53.25,0.000493936138695164
53.3,0.000470211381676597
53.35,0.000195466377977567
